# scer_disaggregation_recovery_long.txt 
# Generated:  Thu Sep 10 02:25:21 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell, 2015 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment name
#   rep: biological replicate
#   time: minutes post heat-shock
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.ctrl: summed intensity for control (unshocked) sample
#   intensity.pre: summed intensity for shocked sample, pre-shock label
#   intensity.post: summed intensity for shocked sample, post-shock label
#   ratio.pre: normalized median ratio pre-shock label to unshocked
#   ratio.post: normalized median ratio post-shock label to unshocked
#   ratio.sum: ratio.pre + ratio.post
# 
orf	gene	experiment	rep	time	n.detections	n.peptides	intensity.ctrl	intensity.pre	intensity.post	ratio.pre	ratio.post	ratio.sum
YOR299W	BUD7	42C10min.30C60min	rep1	60	1	1	977140	388630	222460	0.4638	0.2655	0.7292
YOR303W	CPA1	42C10min.30C20min	rep1	20	7	4	13254020	9908110	2070235	0.8947	0.1716	1.0663
YOR303W	CPA1	42C10min.30C60min	rep1	60	6	3	15058740	11665230	3302560	0.8717	0.2492	1.1209
YOR304W	ISW2	42C10min.30C60min	rep1	60	1	1	288780	222160	86212	0.8971	0.3481	1.2452
YOR310C	NOP58	42C10min.30C20min	rep1	20	13	9	36537110	24919660	4655917	0.8747	0.1134	0.9882
YOR310C	NOP58	42C10min.30C60min	rep1	60	8	7	62709700	28924220	7636520	0.9107	0.1432	1.054
YOR310C	NOP58	42C10min.30C0min	rep1	0	5	4	8383380	5013850	1248740	0.4945	0.09	0.5845
YOR312C	RPL20B	42C10min.30C0min	rep1	0	39	7	294481914	364565058	14586925.9	1.0331	0.0247	1.0578
YOR312C	RPL20B	42C10min.30C20min	rep1	20	38	9	2017045780	1395618790	63406506	0.8896	0.0351	0.9247
YOR312C	RPL20B	42C10min.30C60min	rep1	60	25	7	977322100	647407700	58380330	0.8037	0.0676	0.8714
YOR317W	FAA1	42C10min.30C0min	rep1	0	2	1	3521300	3994500	0	1.0045	0	1.0045
YOR317W	FAA1	42C10min.30C20min	rep1	20	8	5	8937160	7920190	680389.2	1.1868	0.1074	1.2941
YOR317W	FAA1	42C10min.30C60min	rep1	60	19	13	45388460	35996562	6926398	0.8991	0.1841	1.0832
YOR323C	PRO2	42C10min.30C0min	rep1	0	19	10	35790990	34685050	10975014.9	1.0133	0.0775	1.0908
YOR323C	PRO2	42C10min.30C20min	rep1	20	32	15	104709450	73523270	18870768	0.943	0.1539	1.097
YOR323C	PRO2	42C10min.30C60min	rep1	60	37	16	247252730	159542430	36143336	0.8067	0.1703	0.9769
YOR326W	MYO2	42C10min.30C60min	rep1	60	27	19	163124670	70539230	113651138	0.7743	0.1586	0.9329
YOR326W	MYO2	42C10min.30C20min	rep1	20	17	15	35822740	21625273	6466812.3	0.8495	0.0432	0.8927
YOR326W	MYO2	42C10min.30C0min	rep1	0	4	2	3175690	3218030	1413985.2	0.8345	0.3489	1.1834
YOR332W	VMA4	42C10min.30C0min	rep1	0	49	10	225958470	248297252	117436478.1	0.8544	0.0507	0.9052
YOR332W	VMA4	42C10min.30C20min	rep1	20	33	12	400995130	261438130	186991225	0.8555	0.0515	0.907
YOR332W	VMA4	42C10min.30C60min	rep1	60	42	12	621526660	456744630	222962540	0.7972	0.1534	0.9506
YOR335C	ALA1	42C10min.30C0min	rep1	0	81	26	231785600	191370000	37980463.1	0.7076	0.0398	0.7474
YOR335C	ALA1	42C10min.30C20min	rep1	20	100	39	600739412	392956379	88351054.6	0.8256	0.0589	0.8845
YOR335C	ALA1	42C10min.30C60min	rep1	60	89	35	1087210120	793632120	169746561	0.8337	0.0906	0.9243
YOR340C	RPA43	42C10min.30C60min	rep1	60	3	2	5853200	14563460	1446000	3.4253	0.3596	3.7849
YOR340C	RPA43	42C10min.30C20min	rep1	20	2	2	2266050	3819490	1062396	1.8608	0.495	2.3558
YOR341W	RPA190	42C10min.30C60min	rep1	60	19	13	46015187	33325007	7952369.6	0.7871	0.1093	0.8963
YOR341W	RPA190	42C10min.30C20min	rep1	20	36	21	47857460	37015820	3573753	0.975	0.0647	1.0397
YOR341W	RPA190	42C10min.30C0min	rep1	0	13	6	7752444	8518040	1608554.9	0.8593	0.1104	0.9696
YOR346W	REV1	42C10min.30C20min	rep1	20	1	1	1660000	832920	197190	0.6501	0.1539	0.804
YOR347C	PYK2	42C10min.30C20min	rep1	20	7	7	4923600	3278180	357868	0.8186	0.0812	0.8997
YOR347C	PYK2	42C10min.30C60min	rep1	60	10	8	256665560	184455830	22618860	0.8892	0.2912	1.1805
YOR347C	PYK2	42C10min.30C0min	rep1	0	1	1	198170	149660	305830	0.6339	1.2953	1.9292
YOR352W	TFB6	42C10min.30C20min	rep1	20	4	3	1795550	1004010	39591.15	0.7038	0.0279	0.7317
YOR352W	TFB6	42C10min.30C60min	rep1	60	1	1	1638400	1733000	730180	1.2334	0.5197	1.7531
YOR356W	CIR2	42C10min.30C60min	rep1	60	1	1	1892200	1132300	252560	0.6978	0.1556	0.8534
YOR357C	SNX3	42C10min.30C0min	rep1	0	2	1	115218	106354	1765.38	0.7811	0.0133	0.7944
YOR361C	PRT1	42C10min.30C60min	rep1	60	13	10	58701860	39791160	10202870	0.8166	0.1774	0.994
YOR361C	PRT1	42C10min.30C0min	rep1	0	5	4	7016353	4032356	167093	0.5545	0	0.5545
YOR361C	PRT1	42C10min.30C20min	rep1	20	25	13	76895360	50890960	8251337.4	0.8431	0.0928	0.9359
YOR362C	PRE10	42C10min.30C0min	rep1	0	10	4	18140730	13738850	4835739	0.7944	0.1598	0.9542
YOR362C	PRE10	42C10min.30C20min	rep1	20	10	4	31264350	19456840	2223283	0.8429	0.0403	0.8832
YOR362C	PRE10	42C10min.30C60min	rep1	60	9	4	84508750	61034130	43249109	0.9009	0.2597	1.1606
YOR367W	SCP1	42C10min.30C60min	rep1	60	2	2	9299900	3634370	1351660	0.458	0.1698	0.6277
YOR369C	RPS12	42C10min.30C0min	rep1	0	31	6	189810570	261166830	6098300.2	1.0282	0.0253	1.0535
YOR369C	RPS12	42C10min.30C20min	rep1	20	26	6	1027282280	729313190	48378758.6	1.0624	0.0279	1.0903
YOR369C	RPS12	42C10min.30C60min	rep1	60	17	5	846767000	621311400	57541890	0.832	0.0633	0.8954
YOR370C	MRS6	42C10min.30C0min	rep1	0	1	1	466750	431040	0	0.7751	0	0.7751
YOR370C	MRS6	42C10min.30C20min	rep1	20	6	4	8685380	5877641	686431.1	0.8622	0.1178	0.9801
YOR370C	MRS6	42C10min.30C60min	rep1	60	4	4	5305750	3333450	305219	0.8063	0.1022	0.9086
YOR371C	GPB1	42C10min.30C20min	rep1	20	2	2	2447170	494360	638270	0.2545	0.1787	0.4332
YOR374W	ALD4	42C10min.30C60min	rep1	60	22	15	127856582	197962864	54694744	1.3892	0.4629	1.8521
YOR374W	ALD4	42C10min.30C20min	rep1	20	27	14	74196890	73181330	21350766	1.2405	0.2519	1.4925
YOR374W	ALD4	42C10min.30C0min	rep1	0	12	7	16543500	18256160	1491833	0.8818	0.0323	0.9141
YOR375C	GDH1	42C10min.30C0min	rep1	0	47	15	259000919	265796168	18132134	0.8462	0.0624	0.9086
YOR375C	GDH1	42C10min.30C20min	rep1	20	64	17	355544850	238725460	21501550.6	0.88	0.0745	0.9545
YOR375C	GDH1	42C10min.30C60min	rep1	60	52	22	669863400	675837800	123656801	0.8368	0.1662	1.003
YOR378W	AMF1	42C10min.30C0min	rep1	0	1	1	0	178030	0	Inf	NA	NA
YPL001W	HAT1	42C10min.30C60min	rep1	60	2	1	528510	326037	80827	0.7184	0.1109	0.8293
YPL001W	HAT1	42C10min.30C20min	rep1	20	1	1	232330	166560	362890	0.9288	2.0236	2.9525
YPL004C	LSP1	42C10min.30C0min	rep1	0	31	10	98138110	103209950	101680566	0.8804	0.017	0.8974
YPL004C	LSP1	42C10min.30C20min	rep1	20	35	12	316189740	182314080	48312137	0.7684	0.1205	0.8889
YPL004C	LSP1	42C10min.30C60min	rep1	60	27	13	295541700	265401400	108045940	0.9991	0.3915	1.3906
YPL006W	NCR1	42C10min.30C0min	rep1	0	2	1	1230010	1342280	14723.9	0.916	0.0101	0.926
YPL006W	NCR1	42C10min.30C60min	rep1	60	1	1	1404200	927170	92551	0.7699	0.0769	0.8468
YPL008W	CHL1	42C10min.30C60min	rep1	60	1	1	665740	29965000	1863200	52.485	3.2635	55.7485
YPL009C	RQC2	42C10min.30C0min	rep1	0	7	2	32491510	27725416	0	0.8538	0	0.8538
YPL009C	RQC2	42C10min.30C20min	rep1	20	5	3	2444140	1845570	161963.6	1.0533	0.0056	1.0589
YPL009C	RQC2	42C10min.30C60min	rep1	60	1	1	440870	461570	116070	1.2208	0.307	1.5278
YPL010W	RET3	42C10min.30C20min	rep1	20	3	2	7711800	4750100	1352498	0.8372	0.1329	0.97
YPL010W	RET3	42C10min.30C60min	rep1	60	2	1	11486100	9220500	2253800	0.9365	0.2284	1.1649
YPL011C	TAF3	42C10min.30C20min	rep1	20	1	1	241000	121960	142460	0.6556	0.7658	1.4215
YPL011C	TAF3	42C10min.30C60min	rep1	60	1	1	373850	829650	260260	2.5878	0.8118	3.3995
YPL012W	RRP12	42C10min.30C20min	rep1	20	5	4	8228580	4014050	433235.5	0.6416	0.0209	0.6625
YPL012W	RRP12	42C10min.30C60min	rep1	60	7	6	8622430	6557550	1616350	0.8442	0.1696	1.0138
YPL017C	IRC15	42C10min.30C60min	rep1	60	2	2	12007000	11888000	5788700	1.1254	0.5479	1.6733
YPL017C	IRC15	42C10min.30C20min	rep1	20	1	1	3603.7	3867900	77361	1390.568	27.8124	1418.3804
YPL022W	RAD1	42C10min.30C60min	rep1	60	1	1	8239.2	271510	11663	38.4261	1.6506	40.0767
YPL023C	MET12	42C10min.30C0min	rep1	0	2	1	1405870	1540940	184705	0.9247	0.1102	1.0349
YPL023C	MET12	42C10min.30C60min	rep1	60	3	2	9003600	7483400	2198710	0.9327	0.3988	1.3315
YPL023C	MET12	42C10min.30C20min	rep1	20	2	2	1787990	1321170	685010	1.1235	0.6793	1.8028
YPL026C	SKS1	42C10min.30C0min	rep1	0	1	1	121400	1039600	598710	7.1874	4.1393	11.3267
YPL026C	SKS1	42C10min.30C60min	rep1	60	1	1	573570	2015900	692970	4.0983	1.4088	5.5072
YPL028W	ERG10	42C10min.30C0min	rep1	0	49	13	175401170	197228700	17660196.5	0.9786	0.0454	1.0239
YPL028W	ERG10	42C10min.30C20min	rep1	20	43	18	251640922	198029020	21332743.63	0.9359	0.0633	0.9993
YPL028W	ERG10	42C10min.30C60min	rep1	60	45	18	548311408	362445632	76384439.7	0.8585	0.1148	0.9733
YPL030W	TRM44	42C10min.30C60min	rep1	60	1	1	930070	605830	5586.7	0.7596	0.007	0.7666
YPL031C	PHO85	42C10min.30C20min	rep1	20	2	1	1475970	845390	362700	0.7487	0.3222	1.0709
YPL031C	PHO85	42C10min.30C60min	rep1	60	1	1	685310	679370	201560	1.156	0.343	1.4989
YPL032C	SVL3	42C10min.30C60min	rep1	60	6	4	19257040	12879190	4334745	0.7641	0.2676	1.0317
YPL032C	SVL3	42C10min.30C0min	rep1	0	2	1	1947620	25189100	2446950	10.536	1.3201	11.856
YPL032C	SVL3	42C10min.30C20min	rep1	20	5	4	40847880	66281810	28194280	1.0206	0.1283	1.1489
YPL037C	EGD1	42C10min.30C0min	rep1	0	7	4	40624100	48755400	2265820	0.9614	0.0338	0.9952
YPL037C	EGD1	42C10min.30C20min	rep1	20	21	5	191791720	133043520	14047147	0.9069	0.0935	1.0004
YPL037C	EGD1	42C10min.30C60min	rep1	60	20	5	308979000	216376900	33801720	0.8976	0.1339	1.0315
YPL046C	ELC1	42C10min.30C20min	rep1	20	1	1	506900	2703500	852960	6.9099	2.1801	9.0899
YPL048W	CAM1	42C10min.30C20min	rep1	20	28	10	194662950	128370050	15861956.8	0.817	0.0559	0.8729
YPL048W	CAM1	42C10min.30C60min	rep1	60	19	10	265746986	180118975	64712087	0.8077	0.101	0.9088
YPL048W	CAM1	42C10min.30C0min	rep1	0	25	10	103510902	78409805	9190664.5	0.7061	0.0354	0.7415
YPL049C	DIG1	42C10min.30C60min	rep1	60	3	3	5082500	2487488	138050	0.5506	0	0.5506
YPL049C	DIG1	42C10min.30C20min	rep1	20	3	3	1408660	1032130	215208	0.8933	0.1992	1.0925
YPL059W	GRX5	42C10min.30C20min	rep1	20	6	4	8592810	8607497	1036475.1	1.0595	0.139	1.1985
YPL059W	GRX5	42C10min.30C60min	rep1	60	11	6	72359760	58521200	13717570	0.9342	0.2576	1.1917
YPL059W	GRX5	42C10min.30C0min	rep1	0	4	2	1622090	1315210	142323	0.6338	0.0655	0.6993
YPL060W	MFM1	42C10min.30C0min	rep1	0	1	1	82333	5470200	97156	55.7643	0.9904	56.7547
YPL061W	ALD6	42C10min.30C0min	rep1	0	129	25	1299817818	1255026308	135740225.1	0.8818	0.0324	0.9141
YPL061W	ALD6	42C10min.30C20min	rep1	20	128	29	2573428680	1929976579	197732875.6	0.9943	0.1028	1.0971
YPL061W	ALD6	42C10min.30C60min	rep1	60	119	30	2879520894	2277999474	514574562	0.9425	0.1753	1.1178
YPL065W	VPS28	42C10min.30C20min	rep1	20	3	2	2801850	1755190	1817050	0.7459	1.3254	2.0713
YPL065W	VPS28	42C10min.30C60min	rep1	60	2	2	2034730	1359780	1845502	0.8183	0.8704	1.6887
YPL072W	UBP16	42C10min.30C0min	rep1	0	1	1	2090000	234080	39111	0.094	0.0157	0.1097
YPL074W	YTA6	42C10min.30C60min	rep1	60	3	2	1475700	2240870	152200	1.2406	0	1.2406
YPL074W	YTA6	42C10min.30C20min	rep1	20	1	1	643200	520620	0	1.0487	0	1.0487
YPL078C	ATP4	42C10min.30C20min	rep1	20	1	1	351450	210650	10523	0.7765	0.0388	0.8153
YPL079W	RPL21B	42C10min.30C0min	rep1	0	1	1	3663800	4957700	784320	1.1357	0.1797	1.3154
YPL079W	RPL21B	42C10min.30C20min	rep1	20	10	1	36646750	32768730	4112599	1.0254	0.0958	1.1212
YPL079W	RPL21B	42C10min.30C60min	rep1	60	4	1	40207200	32428700	5891790	0.9304	0.1258	1.0562
YPL084W	BRO1	42C10min.30C20min	rep1	20	2	2	2068950	4028500	182295	4.9808	0.142	5.1227
YPL084W	BRO1	42C10min.30C60min	rep1	60	3	3	8216400	4676460	2104040	0.4549	0.286	0.7409
YPL085W	SEC16	42C10min.30C60min	rep1	60	6	2	3765450	3961300	960316	0.9687	0.2032	1.1719
YPL085W	SEC16	42C10min.30C20min	rep1	20	6	4	6130590	3992410	3967479	0.9057	0.2347	1.1404
YPL085W	SEC16	42C10min.30C0min	rep1	0	1	1	1204600	1616800	462300	1.1265	0.3221	1.4486
YPL086C	ELP3	42C10min.30C20min	rep1	20	3	3	2877370	1547916	488206	0.6727	0.2265	0.8992
YPL086C	ELP3	42C10min.30C60min	rep1	60	2	1	4475400	2968500	1135500	0.8014	0.2645	1.0659
YPL088W	NA	42C10min.30C0min	rep1	0	2	1	2272790	11799900	301620	6.0026	0.2278	6.2305
YPL090C	RPS6A	42C10min.30C0min	rep1	0	47	10	293627100	345589830	13554981	0.976	0.0207	0.9967
YPL090C	RPS6A	42C10min.30C20min	rep1	20	41	10	837394230	613947360	35554431.8	0.9066	0.0404	0.947
YPL090C	RPS6A	42C10min.30C60min	rep1	60	31	9	900265500	638135540	92513620	0.7936	0.06	0.8535
YPL091W	GLR1	42C10min.30C20min	rep1	20	18	10	90155500	67409910	9375840	0.9368	0.1115	1.0483
YPL091W	GLR1	42C10min.30C60min	rep1	60	24	12	184604740	134301320	26686110	0.8191	0.1616	0.9807
YPL091W	GLR1	42C10min.30C0min	rep1	0	13	4	41615670	41799030	1276894	0.8211	0.0354	0.8565
YPL093W	NOG1	42C10min.30C20min	rep1	20	5	5	13214270	5998060	962018	0.545	0.1099	0.6548
YPL093W	NOG1	42C10min.30C60min	rep1	60	6	5	14572350	6760890	1332930	0.5411	0.1258	0.6669
YPL100W	ATG21	42C10min.30C20min	rep1	20	1	1	278880	152400	23120	0.708	0.1074	0.8154
YPL101W	ELP4	42C10min.30C20min	rep1	20	1	1	4950000	1571000	1020700	0.4112	0.2672	0.6783
YPL105C	SYH1	42C10min.30C20min	rep1	20	3	3	1023185	686820	153054	0.9199	0.3115	1.2315
YPL105C	SYH1	42C10min.30C60min	rep1	60	2	2	6682800	2202200	1150350	0.6441	0.1628	0.8069
YPL106C	SSE1	42C10min.30C0min	rep1	0	133	33	981121752	997267234	123167722	0.8888	0.0461	0.9349
YPL106C	SSE1	42C10min.30C20min	rep1	20	149	37	1672869412	1289430156	147946358.8	1.0015	0.1043	1.1058
YPL106C	SSE1	42C10min.30C60min	rep1	60	150	40	2719649690	2542749520	854254622	1.0938	0.3533	1.447
YPL108W	NA	42C10min.30C20min	rep1	20	1	1	845750	326910	116820	0.5008	0.179	0.6797
YPL111W	CAR1	42C10min.30C20min	rep1	20	6	5	20536970	12762430	2200690	0.8405	0.0526	0.8931
YPL111W	CAR1	42C10min.30C60min	rep1	60	8	5	41583400	30147080	3759080	0.821	0.1137	0.9347
YPL111W	CAR1	42C10min.30C0min	rep1	0	2	1	1496130	1599700	159540	0.898	0.0894	0.9874
YPL117C	IDI1	42C10min.30C0min	rep1	0	5	3	7294180	6991670	2574760	0.7697	0	0.7697
YPL117C	IDI1	42C10min.30C20min	rep1	20	13	8	34291330	21366490	4994597	0.7784	0.0746	0.8531
YPL117C	IDI1	42C10min.30C60min	rep1	60	13	7	60156660	54281790	29843905	0.7778	0.2133	0.9912
YPL122C	TFB2	42C10min.30C0min	rep1	0	1	1	1198400	536300	0	0.3756	0	0.3756
YPL125W	KAP120	42C10min.30C0min	rep1	0	1	1	634170	372890	0	0.4935	0	0.4935
YPL126W	NAN1	42C10min.30C20min	rep1	20	3	3	1061200	358371	750999	0.3571	0.4914	0.8486
YPL126W	NAN1	42C10min.30C60min	rep1	60	3	3	1546760	907240	244333	0.6992	0.0884	0.7876
YPL127C	HHO1	42C10min.30C0min	rep1	0	3	1	1640820	1775280	142231	0.8788	0.0714	0.9503
YPL127C	HHO1	42C10min.30C20min	rep1	20	2	2	8182600	4165800	1219700	0.6438	0.2897	0.9335
YPL127C	HHO1	42C10min.30C60min	rep1	60	7	5	20147720	11905500	4863480	0.8392	0.3461	1.1853
YPL129W	TAF14	42C10min.30C0min	rep1	0	2	1	1104380	969860	22232	0.7538	0.0173	0.7711
YPL129W	TAF14	42C10min.30C20min	rep1	20	3	1	3615500	2491250	318618	0.8265	0.0828	0.9094
YPL129W	TAF14	42C10min.30C60min	rep1	60	2	1	4902700	3928000	822550	0.9439	0.1975	1.1414
YPL131W	RPL5	42C10min.30C0min	rep1	0	34	10	422765549	519783819	14820106.8	0.986	0.0275	1.0134
YPL131W	RPL5	42C10min.30C20min	rep1	20	51	11	1246592660	851999540	44034220.4	0.9462	0.0459	0.992
YPL131W	RPL5	42C10min.30C60min	rep1	60	38	11	1447303490	921848000	95460797.3	0.7978	0.0753	0.8731
YPL139C	UME1	42C10min.30C60min	rep1	60	1	1	656550	681760	64659	1.2108	0.1148	1.3257
YPL139C	UME1	42C10min.30C20min	rep1	20	1	1	506810	282270	18305	0.7216	0.0468	0.7684
YPL141C	FRK1	42C10min.30C0min	rep1	0	1	1	0	19214000	408940	Inf	Inf	Inf
YPL143W	RPL33A	42C10min.30C0min	rep1	0	5	1	90024500	108633800	5805486	1.1461	0.0401	1.1862
YPL143W	RPL33A	42C10min.30C20min	rep1	20	3	1	86543000	58905000	4129200	0.8804	0.0667	0.9471
YPL143W	RPL33A	42C10min.30C60min	rep1	60	2	1	176665000	110824000	10564500	0.7241	0.0652	0.7894
YPL144W	POC4	42C10min.30C60min	rep1	60	1	1	5842600	0	5842600	0	1.1661	1.1661
YPL144W	POC4	42C10min.30C20min	rep1	20	1	1	283800	142220	87830	0.6493	0.401	1.0502
YPL145C	KES1	42C10min.30C60min	rep1	60	20	11	112660860	108797070	17370040	0.9086	0.1411	1.0497
YPL145C	KES1	42C10min.30C0min	rep1	0	7	4	10364670	11433690	967667	0.8927	0.1677	1.0603
YPL145C	KES1	42C10min.30C20min	rep1	20	10	5	12422720	8741650	633195.8	0.918	0.0698	0.9877
YPL154C	PEP4	42C10min.30C20min	rep1	20	11	7	30971637	23311307	2679752.5	0.814	0.1096	0.9236
YPL154C	PEP4	42C10min.30C0min	rep1	0	8	4	10766780	9379930	1918157.3	0.7906	0.0309	0.8216
YPL154C	PEP4	42C10min.30C60min	rep1	60	15	9	112531360	85399670	45506199	0.9544	0.3207	1.275
YPL160W	CDC60	42C10min.30C0min	rep1	0	79	28	289140147.3	336972337	31091727.6	0.9304	0.0503	0.9807
YPL160W	CDC60	42C10min.30C20min	rep1	20	87	31	679447473	514937217.9	43908117	0.9859	0.079	1.065
YPL160W	CDC60	42C10min.30C60min	rep1	60	74	31	778441101	581082374	109373747.6	0.8774	0.1024	0.9798
YPL161C	BEM4	42C10min.30C20min	rep1	20	2	2	7599390	1013050	1831494	0.4327	0.1997	0.6324
YPL161C	BEM4	42C10min.30C60min	rep1	60	1	1	387710	127660	14090	0.3839	0.0424	0.4263
YPL167C	REV3	42C10min.30C60min	rep1	60	2	2	25689767	22510530	2402840	2.5123	10.0464	12.5587
YPL167C	REV3	42C10min.30C20min	rep1	20	1	1	4692100	3400300	1226200	0.9389	0.3386	1.2775
YPL169C	MEX67	42C10min.30C20min	rep1	20	3	2	3958230	2815480	219560	0.939	0.0413	0.9804
YPL169C	MEX67	42C10min.30C60min	rep1	60	2	2	4490500	3242600	794090	0.8431	0.1919	1.035
YPL170W	DAP1	42C10min.30C20min	rep1	20	2	2	3478510	3371730	1809972	0.9893	0.4164	1.4057
YPL173W	MRPL40	42C10min.30C0min	rep1	0	1	1	146460	4956400	292030	28.4037	1.6735	30.0772
YPL178W	CBC2	42C10min.30C20min	rep1	20	3	2	1974650	1363720	155010	0.9055	0.074	0.9795
YPL178W	CBC2	42C10min.30C60min	rep1	60	3	3	5980120	3104220	1091378	0.7783	0.1599	0.9382
YPL183C	RTT10	42C10min.30C0min	rep1	0	2	1	723150	448250	0	0.5689	0	0.5689
YPL183C	RTT10	42C10min.30C20min	rep1	20	3	2	1205780	973950	84913	1.0365	0.0719	1.1083
YPL183C	RTT10	42C10min.30C60min	rep1	60	1	1	231770	142750	32304	0.7182	0.1625	0.8807
YPL184C	MRN1	42C10min.30C20min	rep1	20	2	1	2570600	991150	425860	0.5224	0.2213	0.7437
YPL184C	MRN1	42C10min.30C60min	rep1	60	2	2	18448900	9061600	4192000	0.6317	0.3203	0.952
YPL188W	POS5	42C10min.30C60min	rep1	60	1	1	2072500	1084500	273580	0.6102	0.1539	0.7641
YPL188W	POS5	42C10min.30C0min	rep1	0	1	1	839330	783640	56456	0.7836	0.0565	0.8401
YPL190C	NAB3	42C10min.30C20min	rep1	20	2	2	3068970	2092450	596668	0.8823	0.2466	1.129
YPL190C	NAB3	42C10min.30C60min	rep1	60	2	2	4811560	2830720	634320	0.5844	0.0841	0.6685
YPL190C	NAB3	42C10min.30C0min	rep1	0	2	1	2345500	2597800	95058	0.9299	0.034	0.9639
YPL195W	APL5	42C10min.30C0min	rep1	0	1	1	48427	31493	654750	0.5458	11.3479	11.8937
YPL195W	APL5	42C10min.30C60min	rep1	60	4	2	3047600	2001010	560572	0.7539	0.1521	0.906
YPL195W	APL5	42C10min.30C20min	rep1	20	1	1	924890	426900	0	0.598	0	0.598
YPL198W	RPL7B	42C10min.30C0min	rep1	0	57	13	560706319	723347890	55581839	1.0585	0.0608	1.1193
YPL198W	RPL7B	42C10min.30C20min	rep1	20	72	14	1903413140	1424702610	194562858	0.9741	0.0465	1.0206
YPL198W	RPL7B	42C10min.30C60min	rep1	60	46	14	1466567730	984484440	262842481.7	0.7888	0.0564	0.8452
YPL201C	YIG1	42C10min.30C20min	rep1	20	1	1	1550500	593400	0	0.4958	0	0.4958
YPL204W	HRR25	42C10min.30C20min	rep1	20	4	2	888650	358871	25034	0.4962	0	0.4962
YPL204W	HRR25	42C10min.30C60min	rep1	60	4	3	11644770	7175720	2347602	0.819	0.2408	1.0598
YPL209C	IPL1	42C10min.30C60min	rep1	60	1	1	32157	498950	3054.1	18.0929	0.1107	18.2036
YPL210C	SRP72	42C10min.30C60min	rep1	60	7	7	15172910	10971240	2365260	0.975	0.2437	1.2188
YPL210C	SRP72	42C10min.30C20min	rep1	20	5	5	8924830	6828630	445140	1.0626	0.0617	1.1243
YPL210C	SRP72	42C10min.30C0min	rep1	0	3	2	1549420	1813600	194603	0.9716	0.1163	1.0879
YPL211W	NIP7	42C10min.30C0min	rep1	0	1	1	203520	97829	70975	0.4034	0.2927	0.6961
YPL211W	NIP7	42C10min.30C60min	rep1	60	2	2	7880000	4242900	1369660	0.6606	0.2333	0.894
YPL211W	NIP7	42C10min.30C20min	rep1	20	1	1	1598300	1389900	29690	1.1267	0.0241	1.1507
YPL212C	PUS1	42C10min.30C20min	rep1	20	5	3	3078910	2004229	247210	0.8594	0.1359	0.9953
YPL212C	PUS1	42C10min.30C0min	rep1	0	2	1	454700	429470	36610.65	0.8997	0.0479	0.9476
YPL212C	PUS1	42C10min.30C60min	rep1	60	3	2	4168360	3523810	211724	0.9802	0.0573	1.0375
YPL213W	LEA1	42C10min.30C20min	rep1	20	1	1	606210	211580	153900	0.4522	0.3289	0.7811
YPL213W	LEA1	42C10min.30C60min	rep1	60	2	1	998340	475620	396820	0.5761	0.4738	1.0499
YPL214C	THI6	42C10min.30C20min	rep1	20	1	1	351950	164000	0	0.6037	0	0.6037
YPL214C	THI6	42C10min.30C0min	rep1	0	1	1	248620	405060	1822200	1.3674	6.1516	7.519
YPL214C	THI6	42C10min.30C60min	rep1	60	1	1	823350	8255700	523480000	11.6922	741.3807	753.0729
YPL217C	BMS1	42C10min.30C20min	rep1	20	1	1	2599200	1225800	150860	0.611	0.0752	0.6862
YPL217C	BMS1	42C10min.30C60min	rep1	60	2	2	875500	523150	110470	Inf	0.1471	Inf
YPL218W	SAR1	42C10min.30C0min	rep1	0	6	5	7921280	9841080	2393428	1.071	0.1211	1.1921
YPL218W	SAR1	42C10min.30C20min	rep1	20	10	5	50392320	34097660	3429772	0.851	0.0164	0.8674
YPL218W	SAR1	42C10min.30C60min	rep1	60	12	6	73019600	56607700	7922693	0.8779	0.125	1.003
YPL220W	RPL1A	42C10min.30C0min	rep1	0	33	12	207879226	266296868	27002447.1	1.0075	0.0457	1.0532
YPL220W	RPL1A	42C10min.30C20min	rep1	20	67	12	812032280	626831426	45506697.6	0.999	0.0478	1.0469
YPL220W	RPL1A	42C10min.30C60min	rep1	60	50	13	753432560	520747010	44879770	0.8421	0.0637	0.9057
YPL222W	FMP40	42C10min.30C60min	rep1	60	2	1	1238720	1066040	628200	1.2697	0.66	1.9297
YPL225W	NA	42C10min.30C0min	rep1	0	17	5	33387120	34806560	1516433.5	0.8731	0.0631	0.9362
YPL225W	NA	42C10min.30C20min	rep1	20	19	9	63205380	47991020	14877663	0.9589	0.0849	1.0438
YPL225W	NA	42C10min.30C60min	rep1	60	29	10	245342700	191918100	178317350	0.9348	0.2164	1.1512
YPL226W	NEW1	42C10min.30C20min	rep1	20	31	20	85090300	44177880	6312027.4	0.6939	0.0649	0.7588
