# scer_disaggregation_recovery_long.txt 
# Generated:  Thu Sep 10 02:25:21 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell, 2015 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment name
#   rep: biological replicate
#   time: minutes post heat-shock
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.ctrl: summed intensity for control (unshocked) sample
#   intensity.pre: summed intensity for shocked sample, pre-shock label
#   intensity.post: summed intensity for shocked sample, post-shock label
#   ratio.pre: normalized median ratio pre-shock label to unshocked
#   ratio.post: normalized median ratio post-shock label to unshocked
#   ratio.sum: ratio.pre + ratio.post
# 
orf	gene	experiment	rep	time	n.detections	n.peptides	intensity.ctrl	intensity.pre	intensity.post	ratio.pre	ratio.post	ratio.sum
YKL156W	RPS27A	42C10min.30C20min	rep1	20	15	4	491066000	329411950	10158107	0.8557	0.0267	0.8823
YKL156W	RPS27A	42C10min.30C60min	rep1	60	15	4	930275000	629138610	58253230	0.7749	0.0699	0.8449
YKL157W	APE2	42C10min.30C0min	rep1	0	23	7	33903363	37592330	15210167	0.902	0.1189	1.0209
YKL157W	APE2	42C10min.30C20min	rep1	20	37	20	76866430	59082520	27537562.8	0.9958	0.127	1.1228
YKL157W	APE2	42C10min.30C60min	rep1	60	33	18	124572560	108682280	31780903	1.0027	0.1993	1.2019
YKL159C	RCN1	42C10min.30C20min	rep1	20	1	1	742590	401350	22932	0.7002	0.04	0.7402
YKL160W	ELF1	42C10min.30C20min	rep1	20	1	1	10872000	5972000	382380	0.7117	0.0456	0.7572
YKL160W	ELF1	42C10min.30C60min	rep1	60	2	1	30809000	24247000	2294400	0.9185	0.0869	1.0054
YKL165C	MCD4	42C10min.30C20min	rep1	20	1	1	8275300	16547000	2842200	2.5906	0.445	3.0356
YKL172W	EBP2	42C10min.30C20min	rep1	20	5	3	3169240	3416590	311643.7	1.3917	0.1269	1.5187
YKL172W	EBP2	42C10min.30C60min	rep1	60	3	3	3731470	3375950	790407	1.175	0.2086	1.3836
YKL174C	TPO5	42C10min.30C0min	rep1	0	1	1	3228700	2731700	529240	0.7101	0.1376	0.8477
YKL180W	RPL17A	42C10min.30C0min	rep1	0	54	8	263674154	319399084	15161150.7	0.977	0.0349	1.012
YKL180W	RPL17A	42C10min.30C20min	rep1	20	54	8	1141731260	817925180	45672751	0.9286	0.0393	0.9679
YKL180W	RPL17A	42C10min.30C60min	rep1	60	48	8	1246799408	843785242	85340552.9	0.7767	0.0721	0.8488
YKL181W	PRS1	42C10min.30C0min	rep1	0	2	2	4824300	3733600	642090	0.6495	0.1155	0.765
YKL181W	PRS1	42C10min.30C20min	rep1	20	12	8	34889700	22058980	4246423	0.7522	0.1752	0.9274
YKL181W	PRS1	42C10min.30C60min	rep1	60	12	7	75094800	51133580	8704000	0.7855	0.1855	0.971
YKL182W	FAS1	42C10min.30C0min	rep1	0	186	58	1031134237	1055788933	110327066.7	0.866	0.0564	0.9224
YKL182W	FAS1	42C10min.30C20min	rep1	20	232	73	2764873480	1843831666	210051713.4	0.8632	0.0669	0.9301
YKL182W	FAS1	42C10min.30C60min	rep1	60	222	71	2418205510	1632974480	252173695.3	0.7686	0.0929	0.8615
YKL184W	SPE1	42C10min.30C20min	rep1	20	6	5	6767400	4333936	564562.2	0.5497	0.0655	0.6152
YKL184W	SPE1	42C10min.30C60min	rep1	60	6	6	17756700	6909890	2651499	0.4935	0.1077	0.6012
YKL186C	MTR2	42C10min.30C20min	rep1	20	2	2	2857420	1047080	133747.8	0.6666	0.0384	0.7049
YKL186C	MTR2	42C10min.30C60min	rep1	60	2	1	1433810	918910	244093	0.7519	0.1961	0.9479
YKL190W	CNB1	42C10min.30C20min	rep1	20	4	3	4329430	2622170	645444	0.8792	0.0467	0.9259
YKL190W	CNB1	42C10min.30C60min	rep1	60	12	7	57311900	42644290	8094272	0.8237	0.1386	0.9623
YKL190W	CNB1	42C10min.30C0min	rep1	0	2	2	529700	619820	58260	1.077	0.0903	1.1673
YKL191W	DPH2	42C10min.30C60min	rep1	60	5	5	11245560	15076050	3837464	0.695	0.2364	0.9314
YKL191W	DPH2	42C10min.30C20min	rep1	20	1	1	12745000	4353100	363320	0.4425	0.0369	0.4794
YKL193C	SDS22	42C10min.30C0min	rep1	0	2	2	2268350	1207420	817494	0.758	0.2106	0.9687
YKL193C	SDS22	42C10min.30C20min	rep1	20	4	3	3243810	2498920	929547	1.0401	0.2641	1.3042
YKL193C	SDS22	42C10min.30C60min	rep1	60	2	2	6643800	6143300	2855150	1.3041	0.501	1.8051
YKL194C	MST1	42C10min.30C60min	rep1	60	1	1	593970	340950	25681	0.6693	0.0504	0.7198
YKL195W	MIA40	42C10min.30C60min	rep1	60	1	1	2604800	2109100	620530	0.9442	0.2778	1.222
YKL196C	YKT6	42C10min.30C20min	rep1	20	11	7	19015430	15350620	11412127.2	0.915	0.1335	1.0485
YKL196C	YKT6	42C10min.30C60min	rep1	60	10	7	64710400	49757700	36812510	0.9128	0.3627	1.2755
YKL196C	YKT6	42C10min.30C0min	rep1	0	7	2	6532357	6804746	743293.7	0.8132	0.1046	0.9178
YKL197C	PEX1	42C10min.30C20min	rep1	20	1	1	10528	1969800	0	242.4052	0	242.4052
YKL204W	EAP1	42C10min.30C20min	rep1	20	1	1	0	695530	322030	Inf	Inf	Inf
YKL204W	EAP1	42C10min.30C60min	rep1	60	4	4	9027880	6780500	2077280	0.7936	0.3022	1.0958
YKL210W	UBA1	42C10min.30C20min	rep1	20	64	27	411091660	308329050	33154289	0.9864	0.067	1.0534
YKL210W	UBA1	42C10min.30C0min	rep1	0	38	14	132255059	136811690	13445237.3	0.9084	0.0407	0.9491
YKL210W	UBA1	42C10min.30C60min	rep1	60	62	31	568729740	419240840	95666527	0.8971	0.1806	1.0777
YKL211C	TRP3	42C10min.30C60min	rep1	60	11	7	49693189	44589450	10340128	1.02	0.1987	1.2187
YKL211C	TRP3	42C10min.30C20min	rep1	20	7	5	41126710	22063430	3677340	0.9386	0.0694	1.008
YKL211C	TRP3	42C10min.30C0min	rep1	0	1	1	919280	861020	0	0.7861	0	0.7861
YKL213C	DOA1	42C10min.30C20min	rep1	20	2	2	5594440	2805840	241208	0.6057	0.2296	0.8352
YKL214C	YRA2	42C10min.30C20min	rep1	20	4	2	20081900	15343500	653549	0.9113	0.0425	0.9539
YKL214C	YRA2	42C10min.30C60min	rep1	60	1	1	2385000	5496000	1023800	2.6871	0.5006	3.1877
YKL215C	OXP1	42C10min.30C20min	rep1	20	3	2	1922630	1351800	81871	0.8266	0.0509	0.8775
YKL215C	OXP1	42C10min.30C60min	rep1	60	8	6	12817740	10417660	3814250	1.0619	0.2777	1.3396
YKL215C	OXP1	42C10min.30C0min	rep1	0	2	1	227935	260030	23960	1.0012	0.0897	1.0908
YKL216W	URA1	42C10min.30C0min	rep1	0	21	6	200025910	232102920	18897749	0.9875	0.0363	1.0238
YKL216W	URA1	42C10min.30C20min	rep1	20	28	7	279698820	187574460	12919371	0.8685	0.0768	0.9452
YKL216W	URA1	42C10min.30C60min	rep1	60	35	8	654746600	449663610	45850247	0.7589	0.0794	0.8383
YKL222C	NA	42C10min.30C0min	rep1	0	1	1	0	362400	0	Inf	NA	NA
YKR001C	VPS1	42C10min.30C20min	rep1	20	30	17	75087030	52086953	5741045	0.8835	0.0624	0.9459
YKR001C	VPS1	42C10min.30C60min	rep1	60	28	19	138027480	98044510	21630202	0.8753	0.1476	1.0229
YKR001C	VPS1	42C10min.30C0min	rep1	0	15	7	8396140	11626318	1770996.6	1.1581	0.0924	1.2505
YKR002W	PAP1	42C10min.30C20min	rep1	20	1	1	326430	158280	2296.9	0.6282	0.0091	0.6373
YKR002W	PAP1	42C10min.30C60min	rep1	60	2	2	2734700	1478300	101840	0.6078	0.0523	0.6601
YKR006C	MRPL13	42C10min.30C20min	rep1	20	3	3	546119	285456	63149	0.4758	0.0873	0.5632
YKR006C	MRPL13	42C10min.30C60min	rep1	60	2	2	495220	242538	69450	0.512	0.137	0.649
YKR008W	RSC4	42C10min.30C20min	rep1	20	2	2	284154	138293	0.60103	0.6297	0	0.6297
YKR008W	RSC4	42C10min.30C60min	rep1	60	2	2	671027	605620	28053	6.2265	0.0255	6.252
YKR009C	FOX2	42C10min.30C0min	rep1	0	1	1	4997500	5760200	56096	0.9674	0.0094	0.9768
YKR014C	YPT52	42C10min.30C20min	rep1	20	4	3	3244370	2370660	902099	0.8772	0.4791	1.3563
YKR014C	YPT52	42C10min.30C60min	rep1	60	1	1	2351600	1011100	681000	0.5014	0.3377	0.8391
YKR014C	YPT52	42C10min.30C0min	rep1	0	1	1	778860	932140	114450	1.0045	0.1233	1.1278
YKR018C	NA	42C10min.30C20min	rep1	20	12	8	19072060	13326590	501763.3	1.0249	0.0411	1.066
YKR018C	NA	42C10min.30C0min	rep1	0	6	2	24621274	10811109	7349126	0.5883	0.1653	0.7536
YKR018C	NA	42C10min.30C60min	rep1	60	8	5	15024480	12156545	2772917	0.979	0.2344	1.2134
YKR019C	IRS4	42C10min.30C20min	rep1	20	1	1	1415800	58705000	12767000	53.7203	11.683	65.4033
YKR019C	IRS4	42C10min.30C60min	rep1	60	1	1	125460	697170	4718400	6.4798	43.8546	50.3344
YKR024C	DBP7	42C10min.30C60min	rep1	60	1	1	0	1161800	48373	Inf	Inf	Inf
YKR026C	GCN3	42C10min.30C0min	rep1	0	2	1	1161390	919220	308144	0.6608	0.1889	0.8497
YKR026C	GCN3	42C10min.30C20min	rep1	20	1	1	839960	354440	223700	0.5467	0.345	0.8917
YKR027W	BCH2	42C10min.30C20min	rep1	20	1	1	1239600	768980	138380	0.8037	0.1446	0.9483
YKR028W	SAP190	42C10min.30C20min	rep1	20	2	2	971680	797070	140862	1.5149	0.2273	1.7422
YKR031C	SPO14	42C10min.30C20min	rep1	20	1	1	0	942950	0	Inf	NA	NA
YKR035W-A	DID2	42C10min.30C20min	rep1	20	1	1	598630	813740	234330	1.7611	0.5071	2.2683
YKR035W-A	DID2	42C10min.30C60min	rep1	60	2	2	9005400	5646140	1749350	0.7926	0.2561	1.0487
YKR035W-A	DID2	42C10min.30C0min	rep1	0	1	1	500270	121080	20359	0.2031	0.0342	0.2373
YKR043C	SHB17	42C10min.30C20min	rep1	20	17	7	45558300	31223780	8934305	0.8634	0.0807	0.9442
YKR043C	SHB17	42C10min.30C0min	rep1	0	6	4	8342443	13081755	6566887	1.1347	0.0966	1.2313
YKR043C	SHB17	42C10min.30C60min	rep1	60	19	7	106758300	72751100	16104410	0.8182	0.1047	0.9229
YKR046C	PET10	42C10min.30C60min	rep1	60	3	2	1754762	638266	277811	1.6543	0.5679	2.2222
YKR048C	NAP1	42C10min.30C20min	rep1	20	11	6	27848710	17088250	6915714	0.7814	0.1512	0.9326
YKR048C	NAP1	42C10min.30C60min	rep1	60	10	5	58038680	46393510	46634063	0.8931	0.2461	1.1391
YKR048C	NAP1	42C10min.30C0min	rep1	0	11	4	11005110	11802240	2182296.7	0.9333	0.0807	1.014
YKR056W	TRM2	42C10min.30C20min	rep1	20	4	4	16849829	12571020	1405320	0.6713	0.362	1.0333
YKR056W	TRM2	42C10min.30C60min	rep1	60	1	1	512210	598010	362120	1.3614	0.8244	2.1858
YKR057W	RPS21A	42C10min.30C0min	rep1	0	49	7	394052019	465733956	159567526	0.9585	0.0946	1.0532
YKR057W	RPS21A	42C10min.30C20min	rep1	20	42	7	1687283100	1211562310	73505100.6	0.9177	0.0393	0.9571
YKR057W	RPS21A	42C10min.30C60min	rep1	60	33	7	1677345090	1180773740	156722559	0.818	0.0891	0.9072
YKR059W	TIF1	42C10min.30C0min	rep1	0	112	19	1424377120	1491622660	75013672.6	0.8907	0.0287	0.9194
YKR059W	TIF1	42C10min.30C20min	rep1	20	99	20	3501091590	2436832940	146964517	0.8955	0.0676	0.9631
YKR059W	TIF1	42C10min.30C60min	rep1	60	93	23	5649804800	3911195750	493293255	0.7694	0.1056	0.875
YKR062W	TFA2	42C10min.30C20min	rep1	20	1	1	302230	291910	40238	1.2513	0.1725	1.4238
YKR062W	TFA2	42C10min.30C60min	rep1	60	1	1	1101900	4216000	666100	4.4615	0.7049	5.1664
YKR066C	CCP1	42C10min.30C20min	rep1	20	9	5	7336590	6722610	894501.6	1.2986	0.1526	1.4512
YKR066C	CCP1	42C10min.30C60min	rep1	60	9	5	27445030	32049150	3148127	1.1442	0.1457	1.2899
YKR066C	CCP1	42C10min.30C0min	rep1	0	2	1	1234410	1746400	30300	1.1858	0.02	1.2058
YKR067W	GPT2	42C10min.30C20min	rep1	20	1	1	43999	1306000	199800	38.4562	5.8833	44.3394
YKR068C	BET3	42C10min.30C0min	rep1	0	3	1	1303990	915260	41406	0.6927	0.0241	0.7168
YKR068C	BET3	42C10min.30C60min	rep1	60	2	1	2693900	1711550	157015	0.7569	0.0662	0.8231
YKR070W	NA	42C10min.30C20min	rep1	20	4	3	5136060	3238590	2493957	0.7321	0.7169	1.449
YKR070W	NA	42C10min.30C60min	rep1	60	2	2	8796400	8070800	11230170	1.129	1.9787	3.1076
YKR071C	DRE2	42C10min.30C60min	rep1	60	6	6	29091960	22053620	8631960	0.7756	0.3175	1.0931
YKR071C	DRE2	42C10min.30C0min	rep1	0	2	1	3689400	4246300	417680	0.9741	0.0936	1.0677
YKR071C	DRE2	42C10min.30C20min	rep1	20	1	1	2249800	1815800	82098	1.0457	0.0473	1.0929
YKR072C	SIS2	42C10min.30C60min	rep1	60	3	2	7514200	3653450	974860	0.5747	0.1605	0.7352
YKR072C	SIS2	42C10min.30C20min	rep1	20	2	1	2382800	1529230	217840	0.8371	0.119	0.9561
YKR074W	AIM29	42C10min.30C20min	rep1	20	3	2	4688650	3825740	473771	1.1806	0.2131	1.3938
YKR074W	AIM29	42C10min.30C60min	rep1	60	2	2	10060600	6530400	1376040	0.9481	0.2059	1.154
YKR080W	MTD1	42C10min.30C60min	rep1	60	1	1	1872900	4545600	722160	2.8301	0.4496	3.2797
YKR080W	MTD1	42C10min.30C20min	rep1	20	1	1	390050	511970	85655	1.7006	0.2845	1.9851
YKR081C	RPF2	42C10min.30C0min	rep1	0	2	1	645430	384020	47021	0.5003	0.0607	0.561
YKR081C	RPF2	42C10min.30C20min	rep1	20	8	4	8049230	6433840	167412.3	1.0264	0.0395	1.0659
YKR081C	RPF2	42C10min.30C60min	rep1	60	4	3	9110400	5056120	446660	0.6799	0.0397	0.7196
YKR082W	NUP133	42C10min.30C20min	rep1	20	4	3	3539030	2334250	487878	0.9032	0.184	1.0871
YKR082W	NUP133	42C10min.30C60min	rep1	60	5	5	9348920	5751680	6116217	0.7017	0.286	0.9877
YKR084C	HBS1	42C10min.30C20min	rep1	20	3	3	3816400	2795735	697039.3	0.9367	0.0525	0.9891
YKR084C	HBS1	42C10min.30C60min	rep1	60	5	3	12501000	8086220	770450	0.7625	0.09	0.8525
YKR084C	HBS1	42C10min.30C0min	rep1	0	1	1	340120	146700	0	0.362	0	0.362
YKR085C	MRPL20	42C10min.30C0min	rep1	0	1	1	7919300	371660	314820	0.0394	0.0334	0.0728
YKR090W	PXL1	42C10min.30C0min	rep1	0	2	1	870820	909080	60565	0.8765	0.0599	0.9364
YKR090W	PXL1	42C10min.30C60min	rep1	60	2	1	650008	22353700	2128940	36.7604	3.4125	40.1728
YKR094C	RPL40B	42C10min.30C20min	rep1	20	6	2	253235437	240542370	2435094.3	1.2276	0.0165	1.244
YKR094C	RPL40B	42C10min.30C60min	rep1	60	1	1	93994	78183	9890	0.9699	0.1227	1.0926
YKR095W	MLP1	42C10min.30C20min	rep1	20	5	5	3356780	1398037	1787600	0.4063	0.3655	0.7719
YKR095W	MLP1	42C10min.30C60min	rep1	60	8	7	8043600	4535370	2302975	0.5153	0.3009	0.8162
YKR095W	MLP1	42C10min.30C0min	rep1	0	1	1	382960	566350	62501	1.2412	0.137	1.3782
YKR096W	ESL2	42C10min.30C20min	rep1	20	1	1	1250600	377090	0	0.3907	0	0.3907
YKR096W	ESL2	42C10min.30C60min	rep1	60	1	1	65832	104950	22211	1.859	0.3934	2.2524
YLL001W	DNM1	42C10min.30C0min	rep1	0	8	3	3527420	3394386	390651.5	0.8233	0.0871	0.9105
YLL001W	DNM1	42C10min.30C20min	rep1	20	11	8	15238350	11786510	1207065.7	0.9406	0.0785	1.0191
YLL001W	DNM1	42C10min.30C60min	rep1	60	11	8	19924120	14878120	4302656	0.8654	0.2401	1.1055
YLL002W	RTT109	42C10min.30C0min	rep1	0	1	1	860000	920790	0	0.8986	0	0.8986
YLL002W	RTT109	42C10min.30C20min	rep1	20	1	1	32724000	34089000	677500	1.3496	0.0268	1.3764
YLL004W	ORC3	42C10min.30C60min	rep1	60	2	2	1032055.6	3710564	4021300	9.6808	21.5995	31.2802
YLL007C	LMO1	42C10min.30C0min	rep1	0	1	1	532880	0	942620	0	1.4847	1.4847
YLL008W	DRS1	42C10min.30C20min	rep1	20	2	2	4351870	3143570	739641.8	0.8733	0.1274	1.0006
YLL008W	DRS1	42C10min.30C0min	rep1	0	1	1	1183500	0	1183500	0	0.8393	0.8393
YLL008W	DRS1	42C10min.30C60min	rep1	60	4	2	17374700	6571300	12961100	0.4091	0.8936	1.3028
YLL013C	PUF3	42C10min.30C0min	rep1	0	1	1	104560	25399	5453.1	0.2039	0.0438	0.2477
YLL013C	PUF3	42C10min.30C20min	rep1	20	2	1	619010	238025	21492.6	0.4756	0.0448	0.5203
YLL013C	PUF3	42C10min.30C60min	rep1	60	1	1	1631200	2293900	1050200	1.6398	0.7507	2.3905
YLL018C	DPS1	42C10min.30C0min	rep1	0	64	24	216444985	232368337	34686169.5	0.8514	0.0483	0.8997
YLL018C	DPS1	42C10min.30C20min	rep1	20	80	31	531108920	413405280	90396803.3	0.9262	0.1196	1.0458
YLL018C	DPS1	42C10min.30C60min	rep1	60	66	31	747515240	532830730	112429160	0.8303	0.12	0.9503
YLL021W	SPA2	42C10min.30C20min	rep1	20	3	3	3448240	1417930	376943	0.5777	0.0334	0.6111
YLL021W	SPA2	42C10min.30C60min	rep1	60	6	5	108994170	73843383	9936400	0.8098	0.2005	1.0104
YLL022C	HIF1	42C10min.30C20min	rep1	20	2	1	1961470	2133680	33305	1.6516	0.0961	1.7477
YLL022C	HIF1	42C10min.30C60min	rep1	60	3	2	7541050	10502800	931331	1.639	0.0489	1.6879
YLL024C	SSA2	42C10min.30C0min	rep1	0	258	44	3999167320	3565598083	306365989	0.7456	0.0401	0.7857
YLL024C	SSA2	42C10min.30C20min	rep1	20	227	50	5691425260	4137011687	643885708.3	0.983	0.1013	1.0843
YLL024C	SSA2	42C10min.30C60min	rep1	60	204	51	7674866054	8056677455	3042319369	1.2272	0.4059	1.633
YLL026W	HSP104	42C10min.30C0min	rep1	0	55	23	201888838	332913500	23163930.3	1.058	0.0712	1.1293
YLL026W	HSP104	42C10min.30C20min	rep1	20	87	41	397567918	609703302	215089189.9	1.9511	0.5935	2.5446
YLL026W	HSP104	42C10min.30C60min	rep1	60	112	48	554964912.8	1318312651	708837293	2.6052	1.5425	4.1477
YLL032C	NA	42C10min.30C20min	rep1	20	1	1	191840	114120	0	0.7707	0	0.7707
YLL033W	IRC19	42C10min.30C20min	rep1	20	1	1	5044600	1384900	4308800	0.3557	1.1066	1.4623
YLL033W	IRC19	42C10min.30C60min	rep1	60	1	1	8482900	472160	7616100	0.0649	1.0469	1.1118
YLL034C	RIX7	42C10min.30C20min	rep1	20	1	1	503090	266420	45000	0.6861	0.1159	0.802
YLL034C	RIX7	42C10min.30C60min	rep1	60	2	2	1897960	884590	46524	0.5974	0.0367	0.6341
YLL036C	PRP19	42C10min.30C20min	rep1	20	4	3	4428370	3005030	458968	1.0533	0.3388	1.3921
YLL036C	PRP19	42C10min.30C60min	rep1	60	1	1	1499700	1613700	9738800	1.2547	7.5723	8.827
YLL040C	VPS13	42C10min.30C60min	rep1	60	8	8	12967870	10787880	2130081	0.659	0.1594	0.8183
YLL040C	VPS13	42C10min.30C20min	rep1	20	4	3	152227710	100608210	3871530	0.778	0.0298	0.8078
YLL045C	RPL8B	42C10min.30C0min	rep1	0	71	14	468281614	565618920	42781653.5	1.0358	0.044	1.0798
YLL045C	RPL8B	42C10min.30C20min	rep1	20	77	18	2480565410	1838573252	98071264	1.0298	0.0417	1.0715
YLL045C	RPL8B	42C10min.30C60min	rep1	60	50	17	1579723770	1151286390	118489196	0.8415	0.0587	0.9002
YLL050C	COF1	42C10min.30C0min	rep1	0	31	4	499421691	527375158.7	17378810.8	0.9392	0.031	0.9702
YLL050C	COF1	42C10min.30C20min	rep1	20	18	6	429378170	301955110	25585585	0.8964	0.0561	0.9525
YLL050C	COF1	42C10min.30C60min	rep1	60	21	6	626592400	445780470	64892610	0.8467	0.1251	0.9718
YLL056C	NA	42C10min.30C0min	rep1	0	1	1	346580	706570	69034	1.7111	0.1672	1.8783
YLL058W	NA	42C10min.30C20min	rep1	20	1	1	823830	499650	57471	0.7858	0.0904	0.8761
YLL058W	NA	42C10min.30C60min	rep1	60	4	3	4736230	2408800	255091	0.6173	0.0961	0.7134
YLR002C	NOC3	42C10min.30C20min	rep1	20	3	2	1135760	901075	316965	1.0318	0.6301	1.6619
YLR002C	NOC3	42C10min.30C60min	rep1	60	1	1	491510	309560	58755	0.7344	0.1394	0.8738
YLR003C	CMS1	42C10min.30C20min	rep1	20	1	1	920500	305660	0	0.4302	0	0.4302
YLR003C	CMS1	42C10min.30C0min	rep1	0	2	1	551670	608480	185159	0.9243	0.2846	1.2088
YLR009W	RLP24	42C10min.30C20min	rep1	20	1	1	1300600	371180	42986	0.3697	0.0428	0.4126
YLR009W	RLP24	42C10min.30C60min	rep1	60	2	2	8598000	4435980	1443970	0.6728	0.287	0.9598
YLR009W	RLP24	42C10min.30C0min	rep1	0	2	1	1437000	699040	236119	0.3813	0.117	0.4982
YLR017W	MEU1	42C10min.30C0min	rep1	0	5	1	4917351	1997003	859464.8	0.3359	0.1393	0.4753
YLR017W	MEU1	42C10min.30C20min	rep1	20	5	4	5188940	5363100	1453910	0.4062	0.0622	0.4684
YLR017W	MEU1	42C10min.30C60min	rep1	60	1	1	5656200	3736500	259040	0.7703	0.0534	0.8237
YLR021W	IRC25	42C10min.30C0min	rep1	0	1	1	873490	3072800	3359100	2.9526	3.2277	6.1803
YLR021W	IRC25	42C10min.30C20min	rep1	20	1	1	1303400	784030	0	0.7793	0	0.7793
YLR022C	SDO1	42C10min.30C20min	rep1	20	4	3	6837420	4808480	2017447	0.7513	0.2363	0.9877
YLR022C	SDO1	42C10min.30C60min	rep1	60	2	1	7026200	6043800	911680	1.002	0.1517	1.1537
YLR025W	SNF7	42C10min.30C20min	rep1	20	6	2	10875840	9333380	3909172	1.1564	0.1208	1.2772
YLR025W	SNF7	42C10min.30C60min	rep1	60	9	4	24970390	20197690	6806200	0.8666	0.2546	1.1212
YLR025W	SNF7	42C10min.30C0min	rep1	0	4	1	1418520	1683550	140663	0.9636	0.0521	1.0157
YLR027C	AAT2	42C10min.30C20min	rep1	20	27	13	142875710	130022980	7593061	0.9162	0.0454	0.9616
YLR027C	AAT2	42C10min.30C60min	rep1	60	32	18	195181930	167196380	28579105	0.96	0.187	1.1471
YLR027C	AAT2	42C10min.30C0min	rep1	0	16	6	28798670	34045900	2459792	1.0022	0.0774	1.0796
YLR028C	ADE16	42C10min.30C0min	rep1	0	22	13	23678510	24093220	4995907.1	0.8914	0.1097	1.0011
YLR028C	ADE16	42C10min.30C20min	rep1	20	39	20	99505180	112846810	37418793	0.8398	0.0811	0.9209
YLR028C	ADE16	42C10min.30C60min	rep1	60	34	16	171203040	134765970	46327576	0.9149	0.2408	1.1557
YLR029C	RPL15A	42C10min.30C0min	rep1	0	36	8	280257950	320437010	24773028	0.9747	0.0673	1.042
YLR029C	RPL15A	42C10min.30C20min	rep1	20	44	7	969855170	679335460	73966240	0.9081	0.084	0.992
YLR029C	RPL15A	42C10min.30C60min	rep1	60	34	8	980743360	710056100	58547985	0.8042	0.0577	0.8619
YLR043C	TRX1	42C10min.30C0min	rep1	0	32	6	345226260	429013290	17141609.2	0.9591	0.0443	1.0034
YLR043C	TRX1	42C10min.30C20min	rep1	20	17	6	606290070	452403930	26859618	0.8669	0.0605	0.9274
YLR043C	TRX1	42C10min.30C60min	rep1	60	19	7	914144950	769380700	148177391	0.9098	0.1787	1.0886
YLR044C	PDC1	42C10min.30C0min	rep1	0	237	29	11675396498	12939952036	529664905.22	0.9461	0.0372	0.9834
YLR044C	PDC1	42C10min.30C20min	rep1	20	250	27	14084450829	10299220174	809882739.6	0.9073	0.0708	0.978
YLR044C	PDC1	42C10min.30C60min	rep1	60	215	27	13256325290	9346397990	1148079881.4	0.8195	0.108	0.9275
YLR045C	STU2	42C10min.30C0min	rep1	0	1	1	0	886350	74886	Inf	Inf	Inf
YLR045C	STU2	42C10min.30C20min	rep1	20	1	1	418790	308360	41363	0.954	0.128	1.0819
YLR048W	RPS0B	42C10min.30C0min	rep1	0	49	8	423853964	482949836	18477370.1	0.9538	0.0319	0.9857
YLR048W	RPS0B	42C10min.30C20min	rep1	20	49	10	2441058790	1753882460	58949013	0.9056	0.0341	0.9397
YLR048W	RPS0B	42C10min.30C60min	rep1	60	39	9	2499457420	1601573100	112266826	0.7628	0.0504	0.8132
YLR055C	SPT8	42C10min.30C20min	rep1	20	1	1	253420	149640	17626	0.765	0.0901	0.8551
YLR055C	SPT8	42C10min.30C60min	rep1	60	1	1	385940	204720	29934	0.6185	0.0904	0.709
YLR058C	SHM2	42C10min.30C0min	rep1	0	56	15	337774105	341694530	17845103.6	0.9489	0.0519	1.0008
YLR058C	SHM2	42C10min.30C20min	rep1	20	62	22	648650010	556613200	61772185	1.0577	0.0778	1.1356
YLR058C	SHM2	42C10min.30C60min	rep1	60	54	22	791460700	678142460	126270852	0.9807	0.166	1.1466
YLR059C	REX2	42C10min.30C60min	rep1	60	3	3	10528810	5818160	1871380	0.7851	0.1437	0.9288
YLR059C	REX2	42C10min.30C0min	rep1	0	1	1	324620	306590	45571	0.7927	0.1178	0.9105
YLR059C	REX2	42C10min.30C20min	rep1	20	1	1	131450	56709	45960	0.5589	0.453	1.0119
YLR060W	FRS1	42C10min.30C0min	rep1	0	35	12	120324440	140926140	9670954	0.9948	0.0456	1.0404
YLR060W	FRS1	42C10min.30C20min	rep1	20	51	21	251583440	166160271	31761938	0.8508	0.1101	0.9609
YLR060W	FRS1	42C10min.30C60min	rep1	60	42	20	375233529	247729803	49687523	0.8038	0.154	0.9578
YLR061W	RPL22A	42C10min.30C0min	rep1	0	8	3	95621500	112030900	11222980	1.1637	0.0881	1.2518
YLR061W	RPL22A	42C10min.30C20min	rep1	20	9	2	122724700	69789743	12653410	0.6964	0.1196	0.816
YLR061W	RPL22A	42C10min.30C60min	rep1	60	11	3	444618200	224718000	62617040	0.6381	0.1242	0.7623
YLR067C	PET309	42C10min.30C0min	rep1	0	1	1	0	3095900	0	Inf	NA	NA
YLR067C	PET309	42C10min.30C20min	rep1	20	1	1	965160	9764500	441990	13.1074	0.5933	13.7007
YLR067C	PET309	42C10min.30C60min	rep1	60	2	2	0	11560760	154852	Inf	Inf	Inf
YLR069C	MEF1	42C10min.30C0min	rep1	0	1	1	2688100	1773300	514290	0.5537	0.1606	0.7143
